customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ServiceCount,ContractRisk,TenureGroup,HasSupport,HasStreaming,ValueScore,CustomerSegment
1666-JXLKU,Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,102.98783783783784,5,3,Established (25-48m),0,1,0.6939137645107794,High Value
7855-DIWPO,Female,No,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No,71.1047619047619,1,3,Early (13-24m),0,0,0.4175621890547264,Medium Value
5133-POWUA,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,45.8,1,3,New (0-12m),0,0,0.17003316749585404,Low Value
5652-MSDEY,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,77.72999999999999,2,3,New (0-12m),0,0,0.39883913764510776,Medium Value
7005-CCBKV,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,92.72500000000001,3,3,New (0-12m),0,1,0.42825870646766173,Medium Value
1810-BOHSY,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,96.29509803921569,5,2,Loyal (49-72m),1,1,0.7499004975124379,High Value
1784-BXEFA,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,18.735,1,3,New (0-12m),0,0,0.06928689883913765,Low Value
7351-MHQVU,Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,51.26666666666667,4,3,New (0-12m),1,1,0.22855721393034825,Low Value
9224-VTYID,Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,91.87978723404257,8,1,Established (25-48m),1,1,0.6924543946932007,High Value
9500-IWPXQ,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,79.02540983606558,7,2,Loyal (49-72m),1,1,0.7039635157545605,High Value
5762-TJXGK,Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,58.43365384615385,5,1,Loyal (49-72m),1,1,0.5306799336650083,Medium Value
4504-YOULA,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,61.05428571428572,4,3,Established (25-48m),1,0,0.4404145936981758,Medium Value
5569-IDSEY,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,105.24154929577465,6,2,Loyal (49-72m),0,1,0.9165339966832504,High Value
4250-FDVOU,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,64.85000000000001,3,3,New (0-12m),1,0,0.2601990049751244,Low Value
7284-ZZLOH,Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,51.02777777777778,3,1,Established (25-48m),1,0,0.4592537313432835,Medium Value
5277-ZLOOR,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,93.725,3,3,New (0-12m),0,1,0.4129021558872305,Medium Value
2141-RRYGO,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,65.3125,4,3,New (0-12m),0,1,0.3231177446102819,Low Value
1777-JYQPJ,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,19.225,0,3,New (0-12m),0,0,0.04723051409618574,Low Value
6376-GAHQE,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,74.8,2,3,New (0-12m),0,1,0.3780431177446102,Medium Value
3401-URHDA,Male,No,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,59.67843137254902,4,2,Loyal (49-72m),1,0,0.5319900497512438,Medium Value
1599-EAHXY,Male,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,25.10666666666667,2,2,Loyal (49-72m),0,0,0.367363184079602,Medium Value
8631-XVRZL,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,18.188888888888886,1,2,New (0-12m),0,0,0.06134328358208954,Low Value
5052-PNLOS,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,107.75,6,3,New (0-12m),0,1,0.5366666666666666,Medium Value
3853-LYGAM,Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,96.47058823529412,5,3,Early (13-24m),1,1,0.5565339966832504,Medium Value
6979-ZNSFF,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,95.2625,3,3,New (0-12m),0,1,0.4551907131011608,Medium Value
5751-USDBL,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,83.61630434782609,6,1,Established (25-48m),1,1,0.6301824212271974,High Value
5680-LQOGP,Female,No,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,83.03823529411765,7,1,Loyal (49-72m),1,1,0.76106135986733,High Value
2386-LAHRK,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,53.5,2,3,New (0-12m),0,1,0.21600331674958542,Low Value
8189-DUKMV,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,19.7625,1,2,New (0-12m),0,0,0.03565505804311774,Low Value
6032-IGALN,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,25.1,0,3,New (0-12m),0,0,0.04645107794361526,Low Value
9931-DCEZH,Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,54.16428571428571,3,2,Established (25-48m),1,0,0.3713764510779436,Medium Value
1898-JSNDC,Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,57.03846153846154,3,2,Established (25-48m),0,1,0.4575621890547264,Medium Value
0315-LVCRK,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,80.79545454545455,3,3,New (0-12m),0,1,0.458424543946932,Medium Value
3911-RSNHI,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,60.70915492957747,5,1,Loyal (49-72m),1,1,0.6520563847429519,High Value
2410-CIYFZ,Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,21.45,1,3,New (0-12m),0,0,0.02394693200663349,Low Value
4248-HCETZ,Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,78.83833333333334,3,3,Established (25-48m),0,0,0.5332338308457711,Medium Value
5505-OVWQW,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,20.802941176470586,1,2,Early (13-24m),0,0,0.10578772802653398,Low Value
7271-AJDTL,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,92.23818181818183,5,3,Loyal (49-72m),0,1,0.7604809286898839,High Value
1867-TJHTS,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,78.0491379310345,3,3,Loyal (49-72m),1,0,0.6896849087893864,High Value
0516-WJVXC,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,61.65,3,3,New (0-12m),1,0,0.24240464344941962,Low Value
9174-FKWZE,Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,19.45,1,3,New (0-12m),0,0,0.012719734660033163,Low Value
6860-YRJZP,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,75.38333333333334,2,3,New (0-12m),0,0,0.38313432835820893,Medium Value
4429-WYGFR,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,47.58846153846154,2,3,Established (25-48m),1,0,0.328922056384743,Low Value
2817-LVCPP,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,20.479,1,1,Loyal (49-72m),0,0,0.2846434494195688,Low Value
5038-ETMLM,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,113.64930555555556,8,1,Loyal (49-72m),1,1,0.9695522388059702,High Value
5056-FIMPT,Female,No,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,105.40232558139536,6,2,Established (25-48m),1,1,0.7627694859038142,High Value
4521-WFJAI,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,25.786607142857143,2,1,Loyal (49-72m),0,0,0.35708126036484245,Medium Value
6569-KTMDU,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,1,3,New (0-12m),0,0,0.010630182421227206,Low Value
8809-RIHDD,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,102.39791666666666,6,1,Loyal (49-72m),0,1,0.9083582089552239,High Value
8809-XKHMD,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,101.73750000000001,6,1,Loyal (49-72m),1,1,0.8913432835820896,High Value
0396-YCHWO,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,96.50555555555555,4,3,Established (25-48m),0,1,0.6605970149253731,High Value
0867-LDTTC,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,78.53,5,3,New (0-12m),1,1,0.36747927031509126,Medium Value
4822-NGOCH,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,81.43076923076923,4,3,Early (13-24m),0,0,0.4674461028192372,Medium Value
9391-DXGGG,Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,90.69886363636364,4,2,Established (25-48m),0,1,0.6677280265339967,High Value
9844-FELAJ,Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,106.79785714285715,7,2,Loyal (49-72m),1,1,0.9241127694859037,High Value
2122-SZZZD,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,18.988636363636363,1,2,Established (25-48m),0,0,0.25190713101160866,Low Value
5307-DZCVC,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,82.14375,3,3,Established (25-48m),0,1,0.5819568822553897,High Value
3148-AOIQT,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,24.903623188405795,2,1,Loyal (49-72m),0,0,0.42333333333333334,Medium Value
8679-JOEVF,Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,63.99375,3,3,Early (13-24m),1,1,0.33456053067993363,Low Value
8395-ETZKQ,Male,Yes,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,17.55220588235294,1,2,Loyal (49-72m),0,0,0.38524046434494197,Medium Value
6692-YQHXC,Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,75.34375,1,3,Early (13-24m),0,0,0.3975456053067994,Medium Value
3889-VWBID,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,84.94779411764705,6,1,Loyal (49-72m),1,1,0.7634494195688225,High Value
5222-JCXZT,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,19.725,1,3,New (0-12m),0,0,0.02669983416252073,Low Value
9754-CLVZW,Female,No,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,39.42884615384616,3,3,Established (25-48m),1,0,0.26742951907131013,Low Value
1432-FPAXX,Female,No,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,29.529310344827586,1,3,Established (25-48m),0,0,0.2348424543946932,Low Value
2739-CCZMB,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,24.4,1,3,New (0-12m),0,0,0.04031509121061361,Low Value
7080-TNUWP,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,94.32714285714285,5,2,Loyal (49-72m),0,1,0.8470978441127694,High Value
0496-AHOOK,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,71.37083333333334,5,2,Early (13-24m),1,1,0.4685572139303483,Medium Value
8336-TAVKX,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,78.92013888888889,7,1,Loyal (49-72m),1,1,0.7594029850746269,High Value
2468-SJFLM,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,74.3,2,3,New (0-12m),1,0,0.34018242122719733,Medium Value
3181-VTHOE,Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,51.93071428571429,4,2,Loyal (49-72m),1,1,0.584709784411277,High Value
7168-HDQHG,Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,19.525,1,3,Established (25-48m),0,0,0.20567164179104477,Low Value
4803-AXVYP,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,98.26973684210526,5,3,Established (25-48m),1,1,0.6964842454394693,High Value
3884-HCSWG,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,67.32352941176471,1,3,Early (13-24m),0,0,0.4033996683250415,Medium Value
4567-AKPIA,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,108.64024390243902,7,2,Established (25-48m),1,1,0.7701658374792703,High Value
5077-DXTCG,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,45.3,1,3,New (0-12m),0,0,0.1670480928689884,Low Value
1142-WACZW,Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,37.8,1,3,New (0-12m),1,0,0.0803648424543947,Low Value
7901-HXJVA,Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,79.825,2,3,Early (13-24m),0,0,0.42524046434494195,Medium Value
5649-ANRML,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,90.125,5,3,New (0-12m),1,1,0.46991708126036486,Medium Value
4892-VLANZ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,19.8,1,3,New (0-12m),0,0,0.014809286898839143,Low Value
5924-IFQTT,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,71.54230769230769,6,3,Early (13-24m),1,1,0.397893864013267,Medium Value
7968-QUXNS,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,18.358333333333334,1,3,New (0-12m),0,0,0.03751243781094527,Low Value
2919-HBCJO,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,83.4,2,3,New (0-12m),0,0,0.37087893864013266,Medium Value
4236-XPXAV,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,93.01,5,3,New (0-12m),1,1,0.5107628524046435,Medium Value
8903-WMRNW,Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,111.29333333333334,5,3,Early (13-24m),1,1,0.5818407960199005,High Value
2452-SNHFZ,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,75.42765957446808,2,3,Established (25-48m),1,0,0.602603648424544,High Value
3629-WEAAM,Female,No,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,63.00625,4,3,New (0-12m),1,1,0.3181757877280265,Low Value
6029-CSMJE,Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,25.894117647058824,0,3,Early (13-24m),0,0,0.13862354892205636,Low Value
7993-NQLJE,Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,76.77,2,3,Early (13-24m),1,0,0.4227363184079601,Medium Value
9909-DFRJA,Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,95.20576923076922,5,2,Established (25-48m),1,1,0.6077280265339966,High Value
9099-FTUHS,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,54.31521739130435,3,3,Early (13-24m),1,0,0.3435986733001658,Medium Value
0581-BXBUB,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,79.4375,2,3,New (0-12m),0,0,0.3475953565505804,Medium Value
4962-CHQPW,Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,18.45,1,2,Established (25-48m),0,0,0.17066334991708126,Low Value
9467-ROOLM,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,18.452,1,3,Established (25-48m),0,0,0.14366500829187398,Low Value
3030-YZADT,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,47.888888888888886,1,3,New (0-12m),0,0,0.2094029850746269,Low Value
7410-KTVFV,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,48.797222222222224,2,3,Early (13-24m),0,0,0.286865671641791,Low Value
5150-ITWWB,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,111.91666666666667,4,3,New (0-12m),0,1,0.4739800995024875,Medium Value
2253-KPMNB,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,45.23768115942029,4,1,Loyal (49-72m),1,0,0.550497512437811,Medium Value
1345-ZUKID,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,23.2,1,2,Early (13-24m),0,0,0.08434494195688226,Low Value
6429-SHBCB,Male,No,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,73.39736842105263,4,3,Early (13-24m),0,1,0.41212271973465997,Medium Value
9281-OFDMF,Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,87.51923076923077,4,3,Established (25-48m),0,1,0.6492039800995025,High Value
2603-HVKCG,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,101.40806451612903,5,3,Established (25-48m),0,1,0.6686401326699835,High Value
1834-WULEG,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,18.322916666666668,1,2,Early (13-24m),0,0,0.14527363184079603,Low Value
9097-ZUBYC,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,47.457142857142856,2,3,Early (13-24m),1,0,0.2601658374792703,Low Value
5148-ORICT,Female,No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,74.36796875,6,1,Loyal (49-72m),1,1,0.6904809286898839,High Value
4893-GYUJU,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,20.66,1,2,Loyal (49-72m),0,0,0.28434494195688226,Low Value
4578-PHJYZ,Male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,66.97788461538461,5,2,Loyal (49-72m),1,1,0.5903814262023217,High Value
7272-QDCKA,Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,96.01607142857142,5,2,Established (25-48m),0,1,0.6448092868988391,High Value
8908-SLFCJ,Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,20.726190476190474,1,1,Early (13-24m),0,0,0.1321890547263682,Low Value
8393-DLHGA,Male,No,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,97.95,4,3,Established (25-48m),0,1,0.6024709784411277,High Value
9766-HGEDE,Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,18.058823529411764,1,2,Early (13-24m),0,0,0.10101160862354892,Low Value
6968-MHOMU,Male,No,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,46.36810344827586,2,2,Loyal (49-72m),0,1,0.48192371475953566,Medium Value
7395-IGJOS,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,78.18823529411765,2,3,Early (13-24m),0,1,0.47205638474295186,Medium Value
5044-XDPYX,Female,No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,25.122549019607842,2,1,Loyal (49-72m),0,0,0.3266169154228856,Low Value
1814-WFGVS,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,48.986111111111114,4,1,Loyal (49-72m),1,1,0.5829850746268657,High Value
2834-SPCJV,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,83.6278846153846,3,3,Loyal (49-72m),1,1,0.6820232172470978,High Value
3721-WKIIL,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,20.78333333333333,1,1,Established (25-48m),0,0,0.15805970149253734,Low Value
